# accelerometer data
# file: 'rgbd_dataset_freiburg1_desk2.bag'
# timestamp ax ay az
1305031523.133306 2.742030 7.052646 -7.807003
1305031523.134468 2.742030 7.052646 -7.807003
1305031523.135750 2.742030 7.052646 -7.807003
1305031523.136681 2.742030 7.052646 -7.807003
1305031523.139699 2.442682 6.956854 -7.615421
1305031523.140877 2.442682 6.956854 -7.615421
1305031523.144305 2.406760 7.052646 -7.615421
1305031523.145437 2.406760 7.052646 -7.615421
1305031523.148685 2.406760 6.861063 -7.759108
1305031523.149723 2.406760 6.861063 -7.759108
1305031523.153295 2.406760 6.861063 -7.423838
1305031523.154326 2.406760 6.861063 -7.423838
1305031523.155606 2.406760 6.861063 -7.423838
1305031523.156711 2.406760 6.861063 -7.423838
1305031523.159714 2.406760 6.908959 -7.423838
1305031523.160837 2.406760 6.908959 -7.423838
1305031523.164301 2.406760 6.908959 -7.040672
1305031523.165471 2.406760 6.908959 -7.040672
1305031523.168592 2.382812 7.148437 -7.040672
1305031523.169718 2.382812 7.148437 -7.040672
1305031523.170854 2.382812 7.148437 -7.040672
1305031523.172044 2.382812 7.148437 -7.040672
1305031523.175446 2.406760 7.148437 -7.040672
1305031523.176433 2.406760 7.148437 -7.040672
1305031523.179686 2.442682 7.196333 -7.232255
1305031523.180680 2.442682 7.196333 -7.232255
1305031523.184301 2.586369 7.052646 -7.232255
1305031523.185468 2.586369 7.052646 -7.232255
1305031523.188741 2.418734 6.885011 -7.447785
1305031523.189814 2.418734 6.885011 -7.447785
1305031523.193459 2.358865 6.956854 -7.423838
1305031523.194456 2.358865 6.956854 -7.423838
1305031523.195570 2.358865 6.956854 -7.423838
1305031523.196719 2.358865 6.956854 -7.423838
1305031523.199841 2.023594 6.861063 -7.423838
1305031523.200873 2.023594 6.861063 -7.423838
1305031523.204425 2.011621 6.669480 -7.423838
1305031523.205492 2.011621 6.669480 -7.423838
1305031523.208683 2.011621 6.669480 -7.519629
1305031523.209680 2.011621 6.669480 -7.519629
1305031523.213339 1.676350 6.861063 -7.328046
1305031523.214428 1.676350 6.861063 -7.328046
1305031523.215694 1.676350 6.861063 -7.328046
1305031523.216711 1.676350 6.861063 -7.328046
1305031523.219810 1.628455 7.052646 -7.040672
1305031523.220869 1.628455 7.052646 -7.040672
1305031523.224304 1.544637 7.052646 -7.040672
1305031523.225466 1.544637 7.052646 -7.040672
1305031523.228740 1.544637 7.148437 -7.040672
1305031523.229725 1.544637 7.148437 -7.040672
1305031523.231210 1.544637 7.148437 -7.040672
1305031523.232300 1.544637 7.148437 -7.040672
1305031523.235589 1.448846 7.244229 -6.849089
1305031523.236566 1.448846 7.244229 -6.849089
1305031523.239838 1.448846 7.244229 -6.992776
1305031523.240876 1.448846 7.244229 -6.992776
1305031523.244434 1.448846 7.196333 -6.849089
1305031523.245433 1.448846 7.196333 -6.849089
1305031523.248684 1.448846 7.052646 -7.232255
1305031523.249812 1.448846 7.052646 -7.232255
1305031523.253307 1.448846 7.052646 -7.040672
1305031523.254465 1.448846 7.052646 -7.040672
1305031523.255570 1.448846 7.052646 -7.040672
1305031523.256716 1.448846 7.052646 -7.040672
1305031523.259813 1.257263 7.196333 -7.040672
1305031523.260866 1.257263 7.196333 -7.040672
1305031523.264442 1.448846 7.148437 -7.016724
1305031523.265499 1.448846 7.148437 -7.016724
1305031523.268742 1.544637 7.052646 -7.064620
1305031523.269727 1.544637 7.052646 -7.064620
1305031523.273341 1.616481 7.052646 -7.232255
1305031523.274295 1.616481 7.052646 -7.232255
1305031523.275591 1.616481 7.052646 -7.232255
1305031523.276538 1.616481 7.052646 -7.232255
1305031523.279796 1.628455 6.908959 -7.615421
1305031523.280805 1.628455 6.908959 -7.615421
1305031523.284453 1.448846 7.052646 -7.783056
1305031523.285625 1.448846 7.052646 -7.783056
1305031523.288716 1.257263 6.908959 -7.818977
1305031523.289696 1.257263 6.908959 -7.818977
1305031523.293306 1.209367 7.052646 -7.795029
1305031523.294291 1.209367 7.052646 -7.795029
1305031523.295590 1.209367 7.052646 -7.795029
1305031523.296571 1.209367 7.052646 -7.795029
1305031523.299806 1.053706 6.861063 -8.094378
1305031523.300822 1.053706 6.861063 -8.094378
1305031523.304431 0.957915 6.885011 -7.902795
1305031523.305578 0.957915 6.885011 -7.902795
1305031523.308679 0.862123 6.885011 -7.830951
1305031523.309684 0.862123 6.885011 -7.830951
1305031523.313306 0.957915 6.861063 -7.998586
1305031523.314287 0.957915 6.861063 -7.998586
1305031523.315599 0.957915 6.861063 -7.998586
1305031523.316571 0.957915 6.861063 -7.998586
1305031523.319802 0.862123 7.052646 -7.783056
1305031523.320855 0.862123 7.052646 -7.783056
1305031523.324300 0.910019 7.052646 -7.711212
1305031523.325464 0.910019 7.052646 -7.711212
1305031523.328694 0.957915 7.052646 -7.423838
1305031523.329812 0.957915 7.052646 -7.423838
1305031523.333460 0.957915 7.148437 -7.040672
1305031523.334430 0.957915 7.148437 -7.040672
1305031523.335699 0.957915 7.148437 -7.040672
1305031523.336696 0.957915 7.148437 -7.040672
1305031523.339830 1.161471 7.052646 -6.992776
1305031523.340848 1.161471 7.052646 -6.992776
1305031523.344435 1.245289 6.861063 -6.657506
1305031523.345430 1.245289 6.861063 -6.657506
1305031523.348675 1.257263 6.849089 -6.681454
1305031523.351302 1.257263 6.849089 -6.681454
1305031523.353251 1.448846 6.669480 -6.633558
1305031523.354244 1.448846 6.669480 -6.633558
1305031523.355505 1.448846 6.669480 -6.633558
1305031523.356492 1.448846 6.669480 -6.633558
1305031523.359798 1.640429 6.669480 -6.465923
1305031523.360808 1.640429 6.669480 -6.465923
1305031523.364429 1.724246 6.453949 -6.657506
1305031523.365589 1.724246 6.453949 -6.657506
1305031523.368712 1.820038 6.382106 -6.657506
1305031523.369678 1.820038 6.382106 -6.657506
1305031523.371189 1.820038 6.382106 -6.657506
1305031523.372298 1.820038 6.382106 -6.657506
1305031523.375555 2.011621 6.142627 -6.561715
1305031523.376543 2.011621 6.142627 -6.561715
1305031523.379686 2.011621 6.094731 -6.370132
1305031523.380805 2.011621 6.094731 -6.370132
1305031523.384420 2.011621 5.903148 -6.465923
1305031523.385421 2.011621 5.903148 -6.465923
1305031523.388714 2.011621 5.735513 -6.370132
1305031523.389718 2.011621 5.735513 -6.370132
1305031523.391167 2.011621 5.735513 -6.370132
1305031523.392301 2.011621 5.735513 -6.370132
1305031523.395576 2.011621 5.711565 -6.370132
1305031523.396556 2.011621 5.711565 -6.370132
1305031523.399828 2.215177 5.424191 -6.465923
1305031523.400817 2.215177 5.424191 -6.465923
1305031523.404299 2.107412 5.328400 -6.262366
1305031523.405461 2.107412 5.328400 -6.262366
1305031523.408687 2.011621 5.376295 -5.986966
1305031523.409680 2.011621 5.376295 -5.986966
1305031523.413311 2.011621 5.424191 -5.903148
1305031523.414428 2.011621 5.424191 -5.903148
1305031523.415444 2.011621 5.424191 -5.903148
1305031523.418695 2.011621 5.615774 -5.891174
1305031523.419726 2.011621 5.615774 -5.891174
1305031523.423293 1.999647 5.759461 -5.412217
1305031523.424446 1.999647 5.759461 -5.412217
1305031523.425709 1.999647 5.759461 -5.412217
1305031523.426668 1.999647 5.759461 -5.412217
1305031523.429835 2.011621 5.903148 -5.316426
1305031523.430862 2.011621 5.903148 -5.316426
1305031523.434459 1.927803 6.094731 -5.316426
1305031523.435462 1.927803 6.094731 -5.316426
1305031523.438720 1.975699 6.286314 -4.933260
1305031523.439831 1.975699 6.286314 -4.933260
1305031523.443304 2.011621 6.382106 -5.076947
1305031523.444294 2.011621 6.382106 -5.076947
1305031523.445554 2.011621 6.382106 -5.076947
1305031523.446671 2.011621 6.382106 -5.076947
1305031523.449795 2.011621 6.477897 -4.741677
1305031523.450802 2.011621 6.477897 -4.741677
1305031523.454462 1.820038 6.477897 -4.741677
1305031523.455444 1.820038 6.477897 -4.741677
1305031523.458714 1.724246 6.573688 -4.741677
1305031523.459807 1.724246 6.573688 -4.741677
1305031523.463387 1.724246 6.669480 -4.645885
1305031523.464298 1.724246 6.669480 -4.645885
1305031523.465718 1.724246 6.669480 -4.645885
1305031523.466676 1.724246 6.669480 -4.645885
1305031523.469823 1.676350 6.813167 -4.741677
1305031523.470840 1.676350 6.813167 -4.741677
1305031523.474462 1.724246 6.861063 -5.076947
1305031523.475423 1.724246 6.861063 -5.076947
1305031523.478703 1.628455 6.861063 -4.933260
1305031523.479807 1.628455 6.861063 -4.933260
1305031523.483320 1.448846 6.956854 -4.933260
1305031523.484297 1.448846 6.956854 -4.933260
1305031523.485576 1.448846 6.956854 -4.933260
1305031523.486707 1.448846 6.956854 -4.933260
1305031523.489800 1.341080 7.148437 -4.933260
1305031523.490861 1.341080 7.148437 -4.933260
1305031523.494462 1.269237 7.148437 -5.124843
1305031523.495462 1.269237 7.148437 -5.124843
1305031523.498711 1.448846 7.148437 -5.316426
1305031523.499696 1.448846 7.148437 -5.316426
1305031523.500822 1.448846 7.148437 -5.316426
1305031523.502203 1.448846 7.148437 -5.316426
1305031523.505570 1.257263 7.148437 -5.124843
1305031523.506588 1.257263 7.148437 -5.124843
1305031523.509811 1.257263 7.052646 -5.100895
1305031523.510875 1.257263 7.052646 -5.100895
1305031523.514456 1.257263 6.861063 -4.933260
1305031523.515467 1.257263 6.861063 -4.933260
1305031523.518710 1.257263 6.669480 -4.741677
1305031523.519696 1.257263 6.669480 -4.741677
1305031523.523339 1.269237 6.477897 -4.693781
1305031523.524298 1.269237 6.477897 -4.693781
1305031523.525585 1.269237 6.477897 -4.693781
1305031523.526709 1.269237 6.477897 -4.693781
1305031523.529806 1.448846 6.477897 -4.550094
1305031523.530834 1.448846 6.477897 -4.550094
1305031523.534462 1.341080 6.286314 -4.358511
1305031523.535444 1.341080 6.286314 -4.358511
1305031523.538739 1.448846 6.286314 -4.358511
1305031523.539723 1.448846 6.286314 -4.358511
1305031523.541204 1.448846 6.286314 -4.358511
1305031523.542292 1.448846 6.286314 -4.358511
1305031523.545552 1.544637 6.286314 -4.346537
1305031523.546544 1.544637 6.286314 -4.346537
1305031523.549793 1.341080 6.286314 -3.975345
1305031523.550790 1.341080 6.286314 -3.975345
1305031523.554467 1.448846 6.190523 -3.783762
1305031523.555585 1.448846 6.190523 -3.783762
1305031523.558709 1.448846 6.286314 -3.783762
1305031523.559713 1.448846 6.286314 -3.783762
1305031523.563321 1.341080 6.142627 -3.927450
1305031523.564301 1.341080 6.142627 -3.927450
1305031523.565586 1.341080 6.142627 -3.927450
1305031523.566571 1.341080 6.142627 -3.927450
1305031523.570000 1.209367 6.669480 -3.687971
1305031523.571307 1.209367 6.669480 -3.687971
1305031523.574433 1.053706 6.861063 -3.592179
1305031523.575578 1.053706 6.861063 -3.592179
1305031523.578705 1.161471 7.052646 -3.687971
1305031523.579725 1.161471 7.052646 -3.687971
1305031523.581287 1.161471 7.052646 -3.687971
1305031523.584424 1.053706 7.435812 -3.687971
1305031523.585559 1.053706 7.435812 -3.687971
1305031523.588742 1.053706 7.531603 -3.975345
1305031523.589700 1.053706 7.531603 -3.975345
1305031523.593299 0.910019 7.818977 -3.975345
1305031523.594298 0.910019 7.818977 -3.975345
1305031523.595594 0.910019 7.818977 -3.975345
1305031523.596617 0.910019 7.818977 -3.975345
1305031523.599800 1.053706 7.627394 -4.358511
1305031523.600820 1.053706 7.627394 -4.358511
1305031523.604432 0.957915 7.531603 -4.454303
1305031523.605586 0.957915 7.531603 -4.454303
1305031523.608711 1.053706 7.435812 -4.717729
1305031523.609817 1.053706 7.435812 -4.717729
1305031523.613294 0.862123 7.148437 -4.741677
1305031523.614420 0.862123 7.148437 -4.741677
1305031523.615548 0.862123 7.148437 -4.741677
1305031523.616671 0.862123 7.148437 -4.741677
1305031523.619842 0.910019 6.861063 -5.124843
1305031523.620837 0.910019 6.861063 -5.124843
1305031523.624590 0.957915 6.477897 -5.316426
1305031523.625587 0.957915 6.477897 -5.316426
1305031523.628716 0.957915 6.477897 -5.124843
1305031523.629866 0.957915 6.477897 -5.124843
1305031523.633323 0.862123 6.286314 -4.933260
1305031523.634296 0.862123 6.286314 -4.933260
1305031523.635578 0.862123 6.286314 -4.933260
1305031523.636569 0.862123 6.286314 -4.933260
1305031523.639805 0.957915 6.286314 -5.124843
1305031523.640847 0.957915 6.286314 -5.124843
1305031523.644438 0.910019 6.286314 -5.076947
1305031523.645415 0.910019 6.286314 -5.076947
1305031523.648667 0.862123 6.286314 -4.741677
1305031523.649663 0.862123 6.286314 -4.741677
1305031523.653305 0.862123 6.094731 -4.765625
1305031523.654294 0.862123 6.094731 -4.765625
1305031523.655587 0.862123 6.094731 -4.765625
1305031523.656579 0.862123 6.094731 -4.765625
1305031523.659848 1.053706 6.094731 -4.645885
1305031523.660845 1.053706 6.094731 -4.645885
1305031523.664299 0.862123 6.082757 -4.454303
1305031523.665416 0.862123 6.082757 -4.454303
1305031523.668568 0.957915 6.118679 -4.310615
1305031523.669702 0.957915 6.118679 -4.310615
1305031523.670847 0.957915 6.118679 -4.310615
1305031523.671819 0.957915 6.118679 -4.310615
1305031523.675634 0.874097 6.286314 -3.975345
1305031523.676589 0.874097 6.286314 -3.975345
1305031523.679725 0.862123 6.453949 -3.879554
1305031523.680792 0.862123 6.453949 -3.879554
1305031523.684410 0.862123 6.453949 -3.604153
1305031523.685422 0.862123 6.453949 -3.604153
1305031523.688695 1.053706 6.382106 -3.975345
1305031523.689808 1.053706 6.382106 -3.975345
1305031523.693424 0.910019 6.382106 -3.927450
1305031523.694430 0.910019 6.382106 -3.927450
1305031523.695680 0.910019 6.382106 -3.927450
1305031523.696681 0.910019 6.382106 -3.927450
1305031523.699788 0.910019 6.142627 -3.975345
1305031523.700807 0.910019 6.142627 -3.975345
1305031523.704303 0.874097 6.118679 -3.975345
1305031523.705419 0.874097 6.118679 -3.975345
1305031523.708558 0.910019 6.094731 -4.310615
1305031523.709678 0.910019 6.094731 -4.310615
1305031523.710802 0.910019 6.094731 -4.310615
1305031523.711963 0.910019 6.094731 -4.310615
1305031523.715424 0.910019 6.142627 -4.310615
1305031523.716420 0.910019 6.142627 -4.310615
1305031523.719810 0.957915 6.286314 -4.262720
1305031523.720836 0.957915 6.286314 -4.262720
1305031523.724301 0.862123 6.286314 -4.071137
1305031523.725457 0.862123 6.286314 -4.071137
1305031523.728680 0.862123 6.190523 -4.166928
1305031523.729716 0.862123 6.190523 -4.166928
1305031523.733308 0.682514 6.286314 -3.987319
1305031523.734460 0.682514 6.286314 -3.987319
1305031523.735670 0.682514 6.286314 -3.987319
1305031523.736721 0.682514 6.286314 -3.987319
1305031523.739813 0.850149 6.286314 -4.071137
1305031523.740860 0.850149 6.286314 -4.071137
1305031523.744289 0.862123 6.286314 -4.023241
1305031523.745420 0.862123 6.286314 -4.023241
1305031523.748666 0.957915 6.286314 -3.975345
1305031523.749667 0.957915 6.286314 -3.975345
1305031523.753320 0.862123 6.190523 -4.071137
1305031523.754319 0.862123 6.190523 -4.071137
1305031523.755601 0.862123 6.190523 -4.071137
1305031523.756545 0.862123 6.190523 -4.071137
1305031523.759811 0.910019 6.142627 -4.166928
1305031523.760820 0.910019 6.142627 -4.166928
1305031523.764304 0.886071 6.094731 -4.166928
1305031523.765445 0.886071 6.094731 -4.166928
1305031523.768719 0.957915 6.094731 -4.166928
1305031523.769698 0.957915 6.094731 -4.166928
1305031523.771299 0.957915 6.094731 -4.166928
1305031523.774451 1.053706 6.046835 -4.645885
1305031523.775446 1.053706 6.046835 -4.645885
1305031523.778732 0.957915 6.094731 -4.741677
1305031523.779669 0.957915 6.094731 -4.741677
1305031523.783287 0.862123 6.118679 -4.741677
1305031523.784444 0.862123 6.118679 -4.741677
1305031523.785429 0.862123 6.118679 -4.741677
1305031523.788692 0.862123 6.190523 -5.029051
1305031523.789697 0.862123 6.190523 -5.029051
1305031523.793293 0.682514 6.286314 -4.933260
1305031523.794425 0.682514 6.286314 -4.933260
1305031523.795553 0.682514 6.286314 -4.933260
1305031523.796711 0.682514 6.286314 -4.933260
1305031523.799803 0.478957 6.525793 -5.076947
1305031523.800800 0.478957 6.525793 -5.076947
1305031523.804431 0.478957 6.837115 -5.220634
1305031523.805462 0.478957 6.837115 -5.220634
1305031523.808690 0.478957 6.861063 -5.124843
1305031523.809713 0.478957 6.861063 -5.124843
1305031523.813294 0.490931 7.220281 -5.124843
1305031523.814291 0.490931 7.220281 -5.124843
1305031523.815551 0.490931 7.220281 -5.124843
1305031523.816577 0.490931 7.220281 -5.124843
1305031523.819752 0.682514 7.292124 -5.220634
1305031523.820697 0.682514 7.292124 -5.220634
1305031523.824304 0.574749 7.340020 -5.220634
1305031523.825458 0.574749 7.340020 -5.220634
1305031523.828545 0.526853 7.435812 -5.484061
1305031523.829753 0.526853 7.435812 -5.484061
1305031523.830991 0.526853 7.435812 -5.484061
1305031523.832173 0.526853 7.435812 -5.484061
1305031523.835573 0.526853 7.627394 -5.508009
1305031523.836586 0.526853 7.627394 -5.508009
1305031523.839741 0.478957 7.531603 -5.496035
1305031523.840838 0.478957 7.531603 -5.496035
1305031523.844258 0.395140 7.627394 -5.603800
1305031523.845418 0.395140 7.627394 -5.603800
1305031523.848675 0.443035 7.651342 -5.603800
1305031523.849670 0.443035 7.651342 -5.603800
1305031523.853301 0.287374 7.818977 -5.891174
1305031523.854289 0.287374 7.818977 -5.891174
1305031523.855558 0.287374 7.818977 -5.891174
1305031523.856539 0.287374 7.818977 -5.891174
1305031523.859688 0.478957 8.010560 -6.082757
1305031523.860805 0.478957 8.010560 -6.082757
1305031523.864296 0.478957 7.818977 -6.226444
1305031523.865434 0.478957 7.818977 -6.226444
1305031523.868695 0.478957 7.675290 -6.370132
1305031523.869700 0.478957 7.675290 -6.370132
1305031523.873313 0.574749 7.579499 -6.561715
1305031523.874428 0.574749 7.579499 -6.561715
1305031523.875713 0.574749 7.579499 -6.561715
1305031523.876669 0.574749 7.579499 -6.561715
1305031523.879794 0.778306 7.292124 -6.657506
1305031523.880794 0.778306 7.292124 -6.657506
1305031523.884466 0.862123 7.292124 -6.274340
1305031523.885428 0.862123 7.292124 -6.274340
1305031523.888705 0.778306 7.196333 -6.274340
1305031523.889719 0.778306 7.196333 -6.274340
1305031523.893356 0.862123 7.196333 -6.274340
1305031523.894473 0.862123 7.196333 -6.274340
1305031523.895446 0.862123 7.196333 -6.274340
1305031523.898713 0.862123 7.148437 -6.250392
1305031523.899696 0.862123 7.148437 -6.250392
1305031523.903462 0.682514 7.148437 -5.891174
1305031523.904428 0.682514 7.148437 -5.891174
1305031523.905710 0.682514 7.148437 -5.891174
1305031523.906692 0.682514 7.148437 -5.891174
1305031523.909841 0.574749 7.244229 -5.891174
1305031523.910874 0.574749 7.244229 -5.891174
1305031523.914295 0.574749 7.292124 -5.867226
1305031523.915421 0.574749 7.292124 -5.867226
1305031523.918705 0.682514 7.268176 -5.508009
1305031523.919702 0.682514 7.268176 -5.508009
1305031523.920967 0.682514 7.268176 -5.508009
1305031523.922203 0.682514 7.268176 -5.508009
1305031523.925586 0.850149 7.244229 -5.508009
1305031523.926567 0.850149 7.244229 -5.508009
1305031523.929835 0.826201 7.244229 -5.124843
1305031523.930856 0.826201 7.244229 -5.124843
1305031523.934459 0.862123 7.244229 -5.100895
1305031523.935444 0.862123 7.244229 -5.100895
1305031523.938712 0.862123 7.435812 -5.076947
1305031523.939698 0.862123 7.435812 -5.076947
1305031523.943337 0.778306 7.435812 -5.112869
1305031523.944299 0.778306 7.435812 -5.112869
1305031523.945531 0.778306 7.435812 -5.112869
1305031523.946666 0.778306 7.435812 -5.112869
1305031523.949794 0.862123 7.435812 -5.220634
1305031523.950792 0.862123 7.435812 -5.220634
1305031523.954474 0.682514 7.627394 -5.124843
1305031523.955489 0.682514 7.627394 -5.124843
1305031523.958740 0.778306 7.627394 -5.172738
1305031523.959704 0.778306 7.627394 -5.172738
1305031523.960964 0.778306 7.627394 -5.172738
1305031523.962196 0.778306 7.627394 -5.172738
1305031523.965575 0.862123 7.818977 -5.460113
1305031523.966743 0.862123 7.818977 -5.460113
1305031523.969806 0.862123 7.723186 -5.603800
1305031523.970819 0.862123 7.723186 -5.603800
1305031523.974431 0.778306 7.627394 -5.891174
1305031523.975428 0.778306 7.627394 -5.891174
1305031523.978663 0.862123 7.340020 -6.178549
1305031523.979668 0.862123 7.340020 -6.178549
1305031523.983417 0.862123 7.244229 -6.465923
1305031523.984442 0.862123 7.244229 -6.465923
1305031523.985687 0.862123 7.244229 -6.465923
1305031523.986714 0.862123 7.244229 -6.465923
1305031523.989810 0.826201 7.148437 -6.465923
1305031523.990816 0.826201 7.148437 -6.465923
1305031523.994458 0.910019 6.861063 -6.657506
1305031523.995441 0.910019 6.861063 -6.657506
1305031523.998710 1.053706 6.837115 -6.657506
1305031523.999712 1.053706 6.837115 -6.657506
1305031524.003321 0.910019 6.573688 -6.561715
1305031524.004297 0.910019 6.573688 -6.561715
1305031524.005588 0.910019 6.573688 -6.561715
1305031524.006571 0.910019 6.573688 -6.561715
1305031524.009811 1.257263 6.286314 -6.657506
1305031524.010825 1.257263 6.286314 -6.657506
1305031524.014428 1.257263 5.807357 -6.657506
1305031524.015450 1.257263 5.807357 -6.657506
1305031524.018672 1.257263 5.711565 -6.370132
1305031524.019727 1.257263 5.711565 -6.370132
1305031524.023291 1.257263 5.711565 -6.465923
1305031524.024299 1.257263 5.711565 -6.465923
1305031524.025545 1.257263 5.711565 -6.465923
1305031524.026542 1.257263 5.711565 -6.465923
1305031524.029831 1.448846 5.699591 -6.262366
1305031524.030848 1.448846 5.699591 -6.262366
1305031524.034297 1.640429 5.711565 -6.262366
1305031524.035462 1.640429 5.711565 -6.262366
1305031524.038738 1.724246 5.615774 -6.274340
1305031524.039743 1.724246 5.615774 -6.274340
1305031524.040849 1.724246 5.615774 -6.274340
1305031524.042207 1.724246 5.615774 -6.274340
